MachineIdentifier,ProductName,EngineVersion,AppVersion,AvSigVersion,IsBeta,RtpStateBitfield,IsSxsPassiveMode,DefaultBrowsersIdentifier,AVProductStatesIdentifier,AVProductsInstalled,AVProductsEnabled,HasTpm,CountryIdentifier,CityIdentifier,OrganizationIdentifier,GeoNameIdentifier,LocaleEnglishNameIdentifier,Platform,Processor,OsVer,OsBuild,OsSuite,OsPlatformSubRelease,OsBuildLab,SkuEdition,IsProtected,AutoSampleOptIn,PuaMode,SMode,IeVerIdentifier,SmartScreen,Firewall,UacLuaenable,Census_MDC2FormFactor,Census_DeviceFamily,Census_OEMNameIdentifier,Census_OEMModelIdentifier,Census_ProcessorCoreCount,Census_ProcessorManufacturerIdentifier,Census_ProcessorModelIdentifier,Census_ProcessorClass,Census_PrimaryDiskTotalCapacity,Census_PrimaryDiskTypeName,Census_SystemVolumeTotalCapacity,Census_HasOpticalDiskDrive,Census_TotalPhysicalRAM,Census_ChassisTypeName,Census_InternalPrimaryDiagonalDisplaySizeInInches,Census_InternalPrimaryDisplayResolutionHorizontal,Census_InternalPrimaryDisplayResolutionVertical,Census_PowerPlatformRoleName,Census_InternalBatteryType,Census_InternalBatteryNumberOfCharges,Census_OSVersion,Census_OSArchitecture,Census_OSBranch,Census_OSBuildNumber,Census_OSBuildRevision,Census_OSEdition,Census_OSSkuName,Census_OSInstallTypeName,Census_OSInstallLanguageIdentifier,Census_OSUILocaleIdentifier,Census_OSWUAutoUpdateOptionsName,Census_IsPortableOperatingSystem,Census_GenuineStateName,Census_ActivationChannel,Census_IsFlightingInternal,Census_IsFlightsDisabled,Census_FlightRing,Census_ThresholdOptIn,Census_FirmwareManufacturerIdentifier,Census_FirmwareVersionIdentifier,Census_IsSecureBootEnabled,Census_IsWIMBootEnabled,Census_IsVirtualDevice,Census_IsTouchEnabled,Census_IsPenCapable,Census_IsAlwaysOnAlwaysConnectedCapable,Wdft_IsGamer,Wdft_RegionIdentifier,HasDetections
000dacbc5e59edab5ea45c6660e03e64,win8defender,1.1.15100.1,4.18.1806.18062,1.273.408.0,0,7,0,,41571,2,1,1,29,66246,,35,171,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1,0,,0,137,RequireAdmin,1,1,Notebook,Windows.Desktop,2668,135944,2,5,1612,,305245,HDD,304182,0,2048,Notebook,15.4,1280,800,Mobile,,0,10.0.17134.191,amd64,rs4_release,17134,191,Professional,PROFESSIONAL,Upgrade,26,119,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,628,4046,0,,0,0,0,0,0,10,0
000dad143d01836a53cb4ea8cb4597ac,win8defender,1.1.15000.2,4.18.1806.18062,1.271.543.0,0,7,0,,47238,2,1,1,203,143782,48,255,46,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,RequireAdmin,1,1,Notebook,Windows.Desktop,525,331294,4,5,2660,,953869,HDD,380433,0,8192,Notebook,15.5,1920,1080,Mobile,,175,10.0.17134.112,amd64,rs4_release,17134,112,Core,CORE,UUPUpgrade,39,160,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,142,70399,1,,0,0,0,0,0,7,0
000daf61fe3213b783a0658c151b7375,win8defender,1.1.15200.1,4.18.1807.18075,1.275.948.0,0,7,0,,7459,3,2,1,68,84089,27,276,74,windows10,x64,10.0.0.0,14393,768,rs1,14393.2189.amd64fre.rs1_release.180329-1711,Home,1,0,,0,98,ExistsNotSet,1,1,Notebook,Windows.Desktop,2102,251630,2,5,1998,,29820,SSD,28558,0,4096,Notebook,13.9,1366,768,Mobile,,0,10.0.14393.2189,amd64,rs1_release,14393,2189,Core,CORE,Reset,7,30,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33041,1,,0,0,0,0,1,12,1
000dafe575f560a148c1d6b7c5130136,win8defender,1.1.14104.0,4.12.16299.15,1.251.42.0,0,7,0,1823,53447,1,1,1,141,34809,27,167,75,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1,0,,,117,,1,1,Notebook,Windows.Desktop,2668,172153,4,5,2432,,953869,HDD,926992,0,8192,Notebook,15.5,1366,768,Mobile,,0,10.0.16299.547,amd64,rs3_release_svc_escrow,16299,547,Core,CORE,Reset,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,628,18443,1,,0,0,0,0,0,10,0
000db001b356de8a4ed79715cb81815e,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1056.0,0,7,0,,53447,1,1,1,152,144886,18,184,69,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1,0,,0,117,RequireAdmin,1,1,Notebook,Windows.Desktop,2206,228726,2,1,651,,476940,HDD,456599,0,4096,Notebook,14,1366,768,Mobile,lion,0,10.0.16299.547,amd64,rs3_release_svc_escrow,16299,547,Core,CORE,Upgrade,8,31,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,Retail,0,0,Retail,0,500,33039,1,0,0,0,0,0,0,1,1
000db0846d5b9eef6a69df2ed8a59b82,win8defender,1.1.14405.2,4.11.15063.447,1.259.1000.0,0,7,0,2725,40705,4,2,1,43,63245,27,53,42,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1,0,,,108,RequireAdmin,1,1,Notebook,Windows.Desktop,525,331201,4,5,3063,,953869,HDD,952680,0,4096,Notebook,15.5,1920,1080,Mobile,,89,10.0.15063.909,amd64,rs2_release,15063,909,CoreCountrySpecific,CORE_COUNTRYSPECIFIC,Upgrade,37,158,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,142,69843,1,,0,0,0,0,0,7,0
000db13958aa83d0a35ad98f22c8203e,win8defender,1.1.15100.1,4.18.1807.18075,1.273.802.0,0,7,0,,53447,1,1,1,51,,,240,233,windows10,x64,10.0.0.0,16299,256,rs3,16299.15.amd64fre.rs3_release.170928-1534,Pro,1,0,,0,111,RequireAdmin,1,1,Notebook,Windows.Desktop,585,208497,4,5,3394,,476940,HDD,476373,0,4096,Notebook,15.5,1366,768,Mobile,,0,10.0.16299.309,amd64,rs3_release,16299,309,Professional,PROFESSIONAL,Upgrade,10,35,UNKNOWN,0,INVALID_LICENSE,Retail,,0,Retail,,127,63122,1,,0,0,0,0,0,6,1
000db298c229399b78806258d923d47c,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1735.0,0,7,0,,53447,1,1,1,121,144519,,148,75,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,RequireAdmin,1,1,Notebook,Windows.Desktop,4490,310054,4,5,2867,,476940,HDD,198786,0,6144,Notebook,13.9,1366,768,Mobile,,0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,556,58378,1,,0,1,0,0,0,11,0
000db413edf11a4144cebdc3923b3769,win8defender,1.1.15100.1,4.18.1807.18075,1.273.696.0,0,7,0,,53447,1,1,1,135,80060,,163,88,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,RequireAdmin,1,1,Notebook,Windows.Desktop,585,189414,4,5,3394,,953869,HDD,937770,0,4096,Notebook,15.5,1366,768,Mobile,lion,0,10.0.17134.165,amd64,rs4_release,17134,165,Core,CORE,UUPUpgrade,14,49,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,127,63122,1,0,0,0,0,0,0,10,0
000db5243af1ca202e8ff39b3781e30d,win8defender,1.1.15200.1,4.18.1807.18075,1.275.474.0,0,7,0,,53447,1,1,1,107,67644,27,138,134,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,,1,1,Desktop,Windows.Desktop,4589,313586,12,5,3117,,238475,SSD,237860,0,32768,Desktop,17.3,1600,900,Desktop,,4294967295,10.0.17134.1,amd64,rs4_release,17134,1,Core,CORE,IBSClean,20,83,UNKNOWN,0,IS_GENUINE,Retail,,0,NOT_SET,,142,8577,0,,0,0,0,0,1,1,1
000db6abccbbadb3d1544b44242e9c7f,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1382.0,0,7,0,,53447,1,1,1,141,66620,18,167,227,windows10,x64,10.0.0.0,14393,256,rs1,14393.2189.amd64fre.rs1_release.180329-1711,Pro,1,0,,0,98,RequireAdmin,1,1,Detachable,Windows.Desktop,3150,313511,4,5,2527,,122104,SSD,112426,0,4096,MainServerChassis,10.6,1920,1080,Slate,lion,89,10.0.14393.2189,amd64,rs1_release,14393,2189,Professional,PROFESSIONAL,Update,9,34,Notify,0,IS_GENUINE,Retail,,0,Retail,0,142,6376,1,0,0,1,1,0,0,10,0
000db9c657314e5ff72dc074f557f532,win8defender,1.1.14901.4,4.16.17656.18052,1.269.1889.0,0,7,0,,53447,1,1,1,80,7182,27,101,107,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1,0,,0,117,ExistsNotSet,1,1,Notebook,Windows.Desktop,3436,328869,2,5,1985,,228936,SSD,227510,0,4096,Notebook,13.9,1366,768,Mobile,lion,0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,Core,CORE,UUPUpgrade,6,28,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,0,142,12536,0,0,0,0,0,0,0,3,1
000db9ea20bac3e1beda7a3a6e2d7ea8,win8defender,1.1.14600.4,4.13.17134.1,1.263.48.0,0,7,0,,53447,1,1,1,118,156810,,277,75,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,,137,,1,1,Notebook,Windows.Desktop,585,313535,8,5,2737,,244198,SSD,243049,0,8192,Notebook,14,1920,1080,Mobile,,0,10.0.17134.81,amd64,rs4_release,17134,81,Core,CORE,Other,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,NOT_SET,,556,63140,1,,0,0,0,1,,,0
000dba8d10075a58b21c637fe16f2689,win8defender,1.1.15100.1,4.12.17007.18022,1.273.1156.0,0,0,0,,24213,2,1,1,195,10222,18,258,246,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1,0,,0,117,RequireAdmin,1,1,Desktop,Windows.Desktop,1443,256610,4,5,2604,,476940,HDD,102050,0,4096,Desktop,57.8,1920,1080,Desktop,,4294967295,10.0.16299.371,amd64,rs3_release,16299,371,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,7,30,Notify,0,IS_GENUINE,Retail,,0,Retail,,355,19973,0,,0,0,0,0,0,1,1
000dc0ffae77412a1d02919b12592a60,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1545.0,0,7,0,,53447,1,1,1,66,5759,18,89,88,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,,1,1,Desktop,Windows.Desktop,2102,245507,4,5,2407,,953869,HDD,938640,1,4096,Desktop,21.5,1920,1080,Desktop,,4294967295,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,CleanPCRefresh,14,49,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,93,33103,1,,0,0,0,0,0,5,1
000dc35948a94b5e5686dc157898de18,win8defender,1.1.15200.1,4.18.1807.18075,1.275.388.0,0,7,0,,53447,1,1,1,21,59161,27,277,75,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1,0,,0,137,,1,1,Desktop,Windows.Desktop,4909,317701,8,1,854,,61057,UNKNOWN,60495,0,8192,Desktop,18.9,1440,900,Desktop,,4294967295,10.0.17134.228,amd64,rs4_release,17134,228,Professional,PROFESSIONAL,Reset,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,52530,0,,0,0,0,0,1,3,1
000dc3f23a803899405e04df0e828752,win8defender,1.1.15100.1,4.18.1807.18075,1.273.625.0,0,7,0,,53447,1,1,1,169,32440,37,276,74,windows10,x64,10.0.0.0,14393,768,rs1,14393.2189.amd64fre.rs1_release.180329-1711,Home,1,0,,0,98,RequireAdmin,1,1,PCOther,Windows.Desktop,2091,274261,4,5,1914,,29504,SSD,28586,0,4096,Notebook,13.9,1920,1080,Slate,,62,10.0.14393.2189,amd64,rs1_release,14393,2189,Core,CORE,Other,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,,39675,0,,0,0,0,1,1,3,0
000dc412ae1efe8ce7f5534b786a8412,win8defender,1.1.14800.3,4.14.17639.18041,1.267.1832.0,0,7,0,,53447,1,1,1,66,109095,,89,88,windows10,x64,10.0.0.0,16299,256,rs3,16299.15.amd64fre.rs3_release.170928-1534,Pro,1,0,,0,111,,1,1,Convertible,Windows.Desktop,2668,261109,4,5,1919,,59640,SSD,58519,0,4096,HandHeld,10.1,1920,1200,Slate,,9,10.0.16299.248,amd64,rs3_release,16299,248,Professional,PROFESSIONAL,UUPUpgrade,14,49,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,628,3299,1,,0,1,1,1,0,5,0
000dc4891f002b8c349facc787bbda19,win8defender,1.1.15200.1,4.18.1807.18075,1.275.828.0,0,7,0,,7945,2,1,1,153,97734,,277,75,windows10,x86,10.0.0.0,17134,256,rs4,17134.1.x86fre.rs4_release.180410-1804,Pro,1,0,,0,137,RequireAdmin,1,1,Notebook,Windows.Desktop,4730,300513,4,5,2498,,305245,HDD,99450,0,4096,Notebook,15.5,1366,768,Mobile,li-i,0,10.0.17134.228,x86,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,897,7271,0,0,0,0,0,0,0,11,0
000dc549c730d8fe9e9322b829bea460,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1293.0,0,7,0,,7945,2,1,1,35,146660,18,45,60,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,RequireAdmin,1,1,Notebook,Windows.Desktop,585,189542,4,1,152,,953869,HDD,952891,0,6144,Laptop,15.3,1366,768,Mobile,li-i,0,10.0.17134.112,amd64,rs4_release,17134,112,Core,CORE,UUPUpgrade,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,556,63140,1,0,0,0,0,0,0,4,0
000dc64cebe91c4f6df1c23dd9d234ff,win8defender,1.1.15200.1,4.18.1807.18075,1.275.18.0,0,7,0,,53447,1,1,1,80,1332,27,101,75,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1,0,,0,137,ExistsNotSet,1,1,Notebook,Windows.Desktop,2668,171341,4,5,2697,,238475,SSD,214011,0,12288,Notebook,15.5,1920,1080,Mobile,,0,10.0.17134.228,amd64,rs4_release,17134,228,Professional,PROFESSIONAL,IBSClean,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,628,11390,1,,0,0,0,0,0,3,0
000dc8b0994d2146c97d7b1e845c23f9,win8defender,1.1.15100.1,4.18.1807.18075,1.273.713.0,0,0,1,,53860,2,1,1,43,134907,27,53,42,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1,0,,0,117,RequireAdmin,1,1,AllInOne,Windows.Desktop,2668,209684,4,5,2373,,953869,HDD,102400,0,4096,AllinOne,23.5,1920,1080,Desktop,,4294967295,10.0.16299.547,amd64,rs3_release_svc_escrow,16299,547,CoreCountrySpecific,CORE_COUNTRYSPECIFIC,Update,37,158,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,,628,50175,0,,0,0,0,0,1,7,1
000dc932086fae244e6e6bd549c2f5f4,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1633.0,0,7,0,,51954,2,1,1,85,76110,,114,225,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,ExistsNotSet,1,1,Notebook,Windows.Desktop,2206,242491,2,5,1998,,953869,HDD,937264,0,8192,Notebook,13.9,1366,768,Mobile,,0,10.0.17134.228,amd64,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,10,35,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33108,1,,0,0,0,0,0,10,1
000dc955abf268df269e6088216436a1,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1762.0,0,7,0,,53447,1,1,1,43,162990,18,53,42,windows10,x64,10.0.0.0,16299,768,rs3,16299.637.amd64fre.rs3_release_svc.180808-1748,Home,1,0,,0,117,,1,1,Notebook,Windows.Desktop,525,222986,4,5,2701,,122104,SSD,120912,0,8192,Notebook,15.5,1920,1080,Mobile,,0,10.0.16299.665,amd64,rs3_release,16299,665,CoreCountrySpecific,CORE_COUNTRYSPECIFIC,Reset,37,158,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,,142,36892,1,,0,0,0,0,1,7,1
000dcffa14d93a9d9191e07012a185cc,win8defender,1.1.15200.1,4.14.17613.18039,1.275.631.0,0,7,0,,53447,1,1,1,89,114138,27,157,75,windows10,x64,10.0.0.0,14393,768,rs1,14393.2125.amd64fre.rs1_release.180301-2139,Home,1,0,,0,98,ExistsNotSet,1,1,Notebook,Windows.Desktop,639,188312,8,5,2930,,715400,SSD,704976,1,8192,Portable,13.9,1920,1080,Mobile,,0,10.0.14393.2125,amd64,rs1_release,14393,2125,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,134,19970,1,,0,0,0,0,0,1,0
000dd08efa7620c1a2a394d55264affb,win8defender,1.1.15200.1,4.18.1807.18075,1.275.974.0,0,7,0,,53447,1,1,1,142,74924,27,157,68,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1,0,,0,117,RequireAdmin,1,1,Notebook,Windows.Desktop,585,275781,4,5,2373,,953869,HDD,476626,0,4096,Notebook,16.3,1366,768,Mobile,,0,10.0.16299.611,amd64,rs3_release_svc_escrow,16299,611,CoreSingleLanguage,CORE_SINGLELANGUAGE,Refresh,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,142,7391,1,,0,0,0,0,1,1,1
000dd380a00f1e831d7ff7bc6f3fc6b2,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1349.0,0,7,0,,53447,1,1,1,171,124736,,211,182,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,RequireAdmin,1,1,Notebook,Windows.Desktop,585,188775,2,5,3281,,114473,SSD,112581,0,2048,Notebook,12.1,1280,800,Mobile,,0,10.0.17134.112,amd64,rs4_release,17134,112,Core,CORE,Upgrade,29,125,Notify,0,IS_GENUINE,Retail,,0,Retail,,803,63396,0,,0,0,0,0,0,3,1
000dd767ebf3ad5cffa7277cff81a8cd,win8defender,1.1.15200.1,4.11.15063.447,1.275.1198.0,0,7,0,,23657,2,1,1,108,75425,27,119,75,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1,0,,0,108,RequireAdmin,1,1,Notebook,Windows.Desktop,1443,256586,4,5,2640,,476940,HDD,202757,1,4096,Portable,15.5,1366,768,Mobile,,0,10.0.15063.966,amd64,rs2_release,15063,966,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,355,19973,1,0,0,0,0,0,0,11,1
000dd917b9e2536d79b0fba76e5f31ab,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1112.0,0,7,0,,53447,1,1,1,43,78906,18,53,42,windows10,x86,10.0.0.0,14393,256,rs1,14393.2189.x86fre.rs1_release.180329-1711,Pro,1,0,,0,98,RequireAdmin,1,1,Notebook,Windows.Desktop,2668,43169,4,5,2584,,953869,HDD,102406,0,4096,Notebook,14,1366,768,Mobile,,0,10.0.14393.2189,x86,rs1_release,14393,2189,Professional,PROFESSIONAL,IBSClean,37,158,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,628,41086,0,,0,0,0,0,0,7,1
000dd9962750a2d2306fccf9d9faaa66,win8defender,1.1.15100.1,4.13.17134.228,1.273.1420.0,0,7,0,,53447,1,1,1,43,75201,27,53,42,windows10,x86,10.0.0.0,17134,256,rs4,17134.1.x86fre.rs4_release.180410-1804,Pro,1,0,,0,137,,1,1,AllInOne,Windows.Desktop,4915,317708,4,1,293,,953869,HDD,153051,0,8192,Desktop,23.6,1920,1080,Desktop,,4294967295,10.0.17134.1,x86,rs4_release,17134,1,Professional,PROFESSIONAL,IBSClean,37,158,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,142,11778,0,,0,0,0,0,1,7,0
000dda5d31d89064c4c862202e96ecda,win8defender,1.1.15200.1,4.12.17007.18011,1.275.568.0,0,7,0,,7945,2,1,1,60,,27,167,227,windows10,x64,10.0.0.0,16299,256,rs3,16299.15.amd64fre.rs3_release.170928-1534,Pro,1,0,,0,111,RequireAdmin,1,1,Desktop,Windows.Desktop,4909,317701,4,5,3330,,953869,HDD,953011,0,4096,Desktop,17.1,1280,960,Desktop,,4294967295,10.0.16299.309,amd64,rs3_release,16299,309,Professional,PROFESSIONAL,UUPUpgrade,10,35,Notify,0,IS_GENUINE,Retail,,0,Retail,0,142,52663,0,0,0,0,0,0,1,15,0
000ddd8400112d9e2809673e57a99e4b,win8defender,1.1.15200.1,4.13.17134.228,1.275.697.0,0,7,0,,53447,1,1,1,120,120697,,144,139,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,RequireAdmin,1,1,Notebook,Windows.Desktop,2668,171152,4,5,3394,,476940,HDD,435118,1,4096,Notebook,15.5,1366,768,Mobile,li-i,0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,0,628,26322,1,0,0,0,0,0,0,3,1
000de146acd62e308650b5cfd86a1b82,mse,1.1.15200.1,4.10.209.0,1.275.87.0,0,7,0,,29199,1,1,0,97,51356,,126,124,windows7,x64,6.1.1.0,7601,768,windows7,7601.24168.amd64fre.win7sp1_ldr.180608-0600,Invalid,1,0,,0,334,,1,1,Notebook,Windows.Desktop,2206,248045,4,5,2503,mid,953869,HDD,758655,0,6144,Notebook,15.5,1366,768,Mobile,lion,0,10.0.14393.1593,amd64,rs1_release,14393,1593,Professional,PROFESSIONAL,Update,18,72,Notify,0,IS_GENUINE,Retail,,0,Retail,0,500,33026,0,0,0,0,0,0,0,15,0
000de3e1a7e4091fc80fac55042a5a35,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1244.0,0,7,0,,53447,1,1,1,201,66673,27,267,251,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1,0,,0,117,RequireAdmin,1,1,Notebook,Windows.Desktop,585,189533,2,5,2097,,29820,SSD,28678,0,4096,Notebook,13.9,1366,768,Mobile,,0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,35,148,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,556,63396,1,,0,0,0,0,0,11,1
000de4bb2eb32c8c6a095a3394374c65,win8defender,1.1.15100.1,4.14.17613.18039,1.273.675.0,0,7,0,,19667,3,1,1,60,86819,18,240,233,windows10,x64,10.0.0.0,16299,256,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Pro,1,0,,0,117,RequireAdmin,1,1,Notebook,Windows.Desktop,3710,183718,4,5,2498,,238475,Unspecified,237192,1,8192,Laptop,15.5,1366,768,Mobile,lion,0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,Professional,PROFESSIONAL,Upgrade,9,34,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,142,9595,0,0,0,0,0,0,0,15,0
000de78a5f71dae63188c3d8ef028c39,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1498.0,0,7,0,,53447,1,1,1,207,120473,18,277,75,windows10,x64,10.0.0.0,16299,256,rs3,16299.15.amd64fre.rs3_release.170928-1534,Pro,1,0,,0,117,RequireAdmin,1,1,Notebook,Windows.Desktop,1443,331903,8,5,3038,,976762,SSD,974845,0,16384,Laptop,15.6,3840,2160,Mobile,,0,10.0.16299.371,amd64,rs3_release,16299,371,Professional,PROFESSIONAL,UUPUpgrade,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,355,7121,1,,0,1,0,0,1,13,1
000de808426a61e2a47d17dcd54be112,win8defender,1.1.15200.1,4.18.1807.18075,1.275.727.0,0,7,0,,47238,2,1,1,173,121270,27,224,16,windows10,x64,10.0.0.0,15063,256,rs2,15063.0.amd64fre.rs2_release.170317-1834,Pro,1,0,,0,107,RequireAdmin,1,1,Convertible,Windows.Desktop,2668,172085,4,5,2098,,59640,SSD,58362,0,4096,Convertible,11.6,1366,768,Mobile,,1,10.0.15063.674,amd64,rs2_release,15063,674,Professional,PROFESSIONAL,Upgrade,1,5,Notify,0,IS_GENUINE,Retail,,0,Retail,,628,15843,1,,0,1,1,0,0,11,0
000ded73284f3dc8068918b972baa007,win8defender,1.1.15200.1,4.18.1807.18075,1.275.722.0,0,0,1,,63230,2,1,1,89,66953,27,277,75,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,0,0,,0,137,ExistsNotSet,0,1,Convertible,Windows.Desktop,525,316499,4,5,2640,,953869,HDD,256000,0,4096,Notebook,13.2,1366,768,Mobile,lion,98,10.0.17134.228,amd64,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,142,61134,1,0,0,1,0,0,1,1,1
000df0557359217d99c56f9ec144bd0c,win8defender,1.1.15100.1,4.14.17639.18041,1.273.501.0,0,7,0,,53447,1,1,1,171,157324,,211,182,windows10,x64,10.0.0.0,16299,256,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Pro,1,0,,0,117,,1,1,Desktop,Windows.Desktop,4589,313586,8,5,3079,,122104,SSD,121127,0,16384,Desktop,20,1600,900,Desktop,,4294967295,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,Professional,PROFESSIONAL,UUPUpgrade,29,125,UNKNOWN,0,INVALID_LICENSE,Retail,,0,Retail,,142,3849,0,,0,0,0,0,0,3,0
000df0558380e618ab581ce9ec2519cd,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1420.0,0,7,0,,53447,1,1,1,97,154719,27,126,124,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1,0,,0,135,,1,1,Notebook,Windows.Desktop,4490,308138,,,,,,UNKNOWN,,0,,Notebook,15.5,1366,768,Mobile,,,10.0.16299.125,amd64,rs3_release,16299,125,Core,CORE,IBSClean,18,72,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,,,0,,0,0,0,,0,15,0
